0.016000,0.064000,0.736000,0.016000,0.016000
0.022472,0.078652,0.707865,0.011236,0.022472
0.010239,0.023891,0.788396,0.017065,0.010239
0.011396,0.088319,0.660969,0.025641,0.005698
0.013423,0.056376,0.687248,0.006711,0.012081
0.038462,0.081197,0.858974,0.008547,0.038462
0.000000,0.116279,0.604651,0.023256,0.000000
0.017699,0.044248,0.858407,0.020649,0.017699
0.052632,0.156250,0.583882,0.064145,0.034539
0.020642,0.091743,0.745413,0.048165,0.018349
0.034197,0.094301,0.733679,0.051813,0.025907
0.125000,0.015625,0.812500,0.046875,0.125000
0.000000,0.037037,0.814815,0.000000,0.000000
0.018018,0.207207,0.387387,0.018018,0.009009
0.000000,0.029046,0.821577,0.000000,0.000000
0.000000,0.056818,0.764205,0.000000,0.000000
0.022059,0.051471,0.625000,0.003676,0.003676
0.006536,0.055556,0.699346,0.003268,0.000000
0.003205,0.080128,0.695513,0.009615,0.000000
0.002725,0.029973,0.795640,0.002725,0.002725
0.002033,0.012195,0.855691,0.006098,0.002033
0.074074,0.037037,0.703704,0.037037,0.000000
0.022222,0.125926,0.703704,0.059259,0.022222
0.018349,0.119266,0.623853,0.082569,0.018349
0.092683,0.190244,0.087805,0.087805,0.029268
0.020513,0.128205,0.451282,0.015385,0.005128
0.040486,0.206478,0.380567,0.056680,0.004049
0.026471,0.135294,0.350000,0.023529,0.005882
0.074074,0.222222,0.629630,0.074074,0.074074
0.030303,0.060606,0.515152,0.090909,0.000000
0.051757,0.058632,0.787017,0.054626,0.032375
0.021596,0.018293,0.859042,0.019944,0.009690
0.021316,0.016644,0.836772,0.030368,0.014697
0.072723,0.023973,0.835398,0.078229,0.056779
0.028417,0.012917,0.802959,0.024307,0.010216
0.004545,0.062121,0.869697,0.025758,0.000000
0.039773,0.051136,0.812500,0.034091,0.039773
0.000000,0.066667,0.711111,0.000000,0.000000
0.000000,0.111111,0.800000,0.022222,0.000000
0.000000,0.300000,0.300000,0.100000,0.000000
0.000000,0.050955,0.840764,0.006369,0.000000
0.009009,0.144144,0.675676,0.009009,0.009009
0.015625,0.125000,0.632812,0.019531,0.003906
0.000000,0.046154,0.861538,0.046154,0.000000
0.000000,0.080000,0.440000,0.000000,0.000000
0.000000,0.119048,0.666667,0.023810,0.000000
0.008159,0.047786,0.822844,0.166667,0.005828
0.074766,0.228972,0.345794,0.037383,0.051402
0.030568,0.109170,0.615721,0.013100,0.017467
0.000000,0.153846,0.435897,0.076923,0.000000
0.000000,0.111111,0.277778,0.055556,0.000000
0.031818,0.036364,0.797727,0.229545,0.029545
0.033113,0.050773,0.785872,0.280353,0.033113
0.051020,0.227891,0.263605,0.301020,0.034014
0.030864,0.117284,0.475309,0.043210,0.037037
0.034483,0.103448,0.551724,0.137931,0.000000
